"id","scenathon_id","country_id","country","iteration","submission_id","year","gdp","population","kcal_hist","kcal_targ","kcal_feas","fat_feas","prot_feas","kcal_mder","lnppmatureforest","lnppmatureotherland","patarget","agroecosh","protectedareasforest","protectedareasothernat","protectedareasother","oecmareas","calcbioscore","histcropland","histharvarea","histpasture","histurban","histforest","histotherland","calccropland","calcpasture","calcforest","calcnewforest","calcotherland","newotherland","calcurban","totalland","forestchange","newforestchange","netforestchange","histcropallco2e","histcropco2","histcropn2o","histcropch4","calccropallco2e","calccropn2o","calccropch4_ch4","calccropch4","calccropco2","histliveallco2e","histliven2o","histlivech4","calcliveallco2e","calclivech4_ch4","calclivech4","calcliven2o","calcallagrico2e","calcdeforco2","calcotherlucco2","calcsequestco2","calcsequestco3","calcalllandco2e","ghgbiofuels","histwfblue","calcwfblue","calcsequestaband","calcsequestaffor","calcfarmlabourfte","calcn_org","calcn_synth","histn_org","histn_synth","totalp","histp"
4138,16,43,"R_CSA",2,250,"2000","605.3467860119999","164.946899","2157.7251089141623","2157.7251089141623","2158.5519052245186","50.833966983355936","58.285850440228415","1811.8396714867577","260558.94599999997","43322.296000000024",NULL,"0.4522901521052186","105889.28099999984","11166.036000000006","25763.730000000003","296.03299999999996","69.25071146899477","37211.119999999995","22573.569000000003","128986.04","0","299238.48","122561.56","37211.119999999995","124988.41271204913","299238.48","0","125487.5962788638","0","1071.591009087028","587997.2","0","0","0","40.06585702","14.916309400000001","14.3100321","10.83951552","40.03394916594322","12.950658864988396","0.39902041243748604","10.85335521829962","16.229935082655203","178.47914121999997","39.923984099999984","138.55515712","154.3355685834167","4.4325082246901495","120.56422371157207","33.77134487184461","194.3695177493599","0","0","0",NULL,"0","0","13399.16562270956","16561.96618027963","0","0","3180.7480397840745","832.9222102097337","978.6706350906304","765.5067830122","1291.203","346.6318226158256","565.583"
4139,16,43,"R_CSA",2,250,"2005","731.8627673279999","176.84873600000003","2242.6860641071735","2242.6860641071735","2241.085292500847","53.05251992497101","60.51838205887663","1821.7834030562271","260558.94599999997","43322.296000000024",NULL,"0.5070617905165483","105889.28099999984","11166.036000000006","25763.730000000003","296.03299999999996","69.25071146899477","37935.4","24797.423000000003","129337.025","0","294571.91","126056.865","37902.47167991143","124759.47767426673","298505.96791997785","0","125479.36419884165","113.68591747242317","1236.2326095299006","587997.2","-732.5120800221339","0","-732.5120800221339","47.714324659999996","20.1025729","15.954884399999997","11.656867360000001","49.59073719800662","15.751024196054018","0.42904587342862677","11.670047757258647","22.16966524469396","190.58666449999998","42.794961300000004","147.79170319999997","164.40613462916144","4.710732046112195","128.1319116542517","36.27422297490974","213.9376804056953","63.03136706620619","2.459150181781297","-0.514562584621414",NULL,"64.97595466336607","-0.059191421472776354","12949.425930285825","17287.89146567558","-0.514562584621414","0","3439.257323487739","991.5554792767457","1189.044918388002","898.5804617063002","1333.01132","447.31749238890006","674.1498100000001"
6324,18,1,"ARG",3,260,"2040","841.074797694978","50.014489","0","3079.54546523517","3067.22487075809","109.133677623458","105.241264922937","2088.92266139118","80526.146","239.704525353793","0","0.388452031763232","31117.219899165","179.312478905048","7145.555","0","71.1266756057739","0","0","0","0","0","0","32961.5806325048","58291.7893254421","31117.219899165","1926","106530.351788645","42109.6343542429","732.423999999999","273669","0","270.999999999999","270.999999999999","0","0","0","0","15.9531817607371","8.76960324999056","3.50376757946205E-02","0.953024781613678","6.23055372913289","0","0","0","103.689847509095","3.00472149196034","81.7284245813214","21.9614229277736","116.647374347488","0","0","-174.632069390912","Null","-174.632069390912","-2.99565492234405","0","3894.27816859084","-159.231991332876","-15.4000780580354","120.045856431435","93.0939461074419","622.448983743806","0","0","276.77128989666","0"
4140,16,43,"R_CSA",2,250,"2010","918.100065512","188.12490400000002","2358.232995629652","2358.232995629652","2355.7671731559","61.56266538596415","64.67499072996334","1829.4356939029117","260558.94599999997","43322.296000000024",NULL,"0.48182374499936415","105889.28099999984","11166.036000000006","25763.730000000003","296.03299999999996","69.25071146899477","39351.97","28213.189000000002","128429.83","0","289905.33999999997","130214.05999999998","39313.98250036129","123728.21199613537","297284.6164410511","0","125468.32045616137","775.8984985673451","1426.1701077234322","587997.2","-1221.351478926721","0","-1221.351478926721","47.19994575999999","14.811887599999999","19.916441999999993","12.471616159999998","43.88857796952816","17.295221676631307","0.45832689416854494","12.466491521384421","14.126864771512428","198.66095157999996","44.5094559","154.15149567999995","171.3810787996598","4.902052525644735","133.33582869753678","38.04525010212302","215.03516394729962","105.06898956896154","6.084836182473026","-3.5118539367334978",NULL,"107.64197181470107","-0.23449282188836235","25833.236579726934","19409.36219923164","-3.5118539367334978","0","3129.6524870909857","953.387373141403","1433.4307226385213","998.8061215449002","1815.99848","480.60153087098854","778.27261"
4141,16,43,"R_CSA",2,250,"2015","1121.6232641670001","199.84307800000002","2370.6936349970333","2370.6936349970333","2368.5308606155863","63.769702012346784","64.88523120095057","1832.9903918239668","260231.3089999999","43775.19700000001",NULL,"0.5018574557544904","113839.82499999987","12126.467000000004","27830.42799999999","303.254","69.25071146899477","40168.104","29823.647000000004","126691.87999999999","0","285540.4","135244.816","40124.28001733345","121964.62291806219","296665.8913186324","0","125454.24446772592","2142.8712571897922","1645.2900210562445","587997.2","-618.7251224187203","0","-618.7251224187203","44.985989079999996","11.7196413","20.9557257","12.31062208","43.260863150124855","19.752963529090405","0.4524474865044605","12.306571632921324","11.201327988113128","207.98561139999998","46.3901802","161.59543119999998","180.20540439066383","5.157076660852856","140.2724851751977","39.93291921546616","223.23177471890034","53.24419605841198","6.660327436747792","-9.699014593236623",NULL,"50.20550890192315","-0.23449282188836235","28466.433772982695","18861.881480745673","-9.699014593236623","0","3189.5997908235718","997.7776255015133","1754.9889457659133","1043.0129912358","1885.77273","637.2850467759167","970.7388300000001"
4270,16,55,"DNK",2,205,"2000","262.933","5.340655","2799.1909857628043","2799.1909857628043","2788.505393097615","121.28969251772592","84.92800343986022","2082.148995769245","92.608","79.90200000000002","0.17","0.31826121004010055","90.934","55.511","364.52","0","44.88604068756099","2289","1712.3890000000001","358","0","571.6","781.4","2289","359.74874316042235","571.6","0","675.1360483401177","0","104.51520849946002","4000","0","0","0","5.44544378","2.2729222","3.1515939000000004","0.020927679999999997","4.89750389253614","2.7570526887215854","0.0007179472251318027","0.019528164523585034","2.1209230392909695","8.110556299999999","1.0003539000000001","7.1102023999999995","6.700369102129273","0.21540447381319056","5.859001687718783","0.8413674144104898","11.597872994665414","0","0","0",NULL,"0","0","0","46.71497996306951","0","0","19.451314683106432","160.1876771362215","179.2876368696211","171.66776954390002","234","41.07336703914424","36"
6325,18,1,"ARG",3,260,"2045","932.285590305247","50.924787","0","3079.54546523517","3067.23497277137","109.134773736336","105.241383421626","2086.54074239467","80526.146","239.704525353793","0","0.378719328610855","31117.219899165","179.34034863131","7145.555","0","71.1266756057739","0","0","0","0","0","0","32121.5908146003","53717.6838204101","31117.219899165","1926","106530.351788645","47523.7296771794","732.423999999999","273669","0","0","0","0","0","0","0","15.3343943967088","8.50264566992723","3.37249104110403E-02","0.917317563180295","5.9144311636013","0","0","0","100.313972554496","2.90809116815292","79.1000797737593","21.2138927807371","112.652712028861","0","0","-196.277316168395","Null","-196.277316168395","-2.99565492234405","0","4077.30336090833","-180.87723811036","-15.4000780580354","118.863571509303","90.3059909173971","602.185561558724","0","0","266.425469897835","0"
6412,16,5,"CAN",3,176,"2040","2730.83735611389","45.808241","0","3065.88782040072","3038.25536249251","148.161826223964","99.2731577957317","1864.93033841534","406460.859150215","287435.443360663","","0.540288598533506","117097.532","79921.708","27426.675","8817.88200000001","90.7880067825317","0","0","0","0","0","0","51526.1377161228","52792.2588651337","336029.105740154","0","447468.059518737","7037.95675972343","1705.48140012893","896559","-2523.43044564116","0","-2523.43044564116","0","0","0","0","80.72032253039","50.9604200669264","7.88909032321584E-03","0.214583256791471","29.5453192066721","0","0","0","40.5979664937179","1.22534881311463","33.329487716718","7.26847877699987","120.145600519877","92.1149318628258","40.8455326887914","0","Null","132.960464551617","-1.17268850423124","0","7385.11225607437","0","0","131.602710874761","335.047517713625","3135.18409116807","0","0","919.791583501382","0"
6541,18,55,"DNK",3,205,"2025","337.305841498979","5.968467","0","2425.07706011541","2417.94476380027","98.7707858250069","76.380267065533","2086.35288729525","96.514","73.4112","0.17","0.454401515317033","98.8482558408078","61.176","381.998","0","52.5121412742251","0","0","0","0","0","0","1453.2264606322","181.673789526643","571.6","174.803248356862","61.176","0","181.309867091819","2623.78936560753","1.13686837721616E-13","45.4883959475752","45.4883959475753","0","0","0","0","5.32015556559968","4.0329483391299","1.95786776987958E-04","5.32540033407245E-03","1.2818818261357","0","0","0","7.54205871833199","0.245065506147473","6.66578176721127","0.876276951120729","12.8622142839317","0","0.082729820281186","-1.48080792726075","Null","-1.39807810697956","0","0","65.1106360661838","-0.693866172384263","-0.786941754876483","29.8295830608295","285.216005158261","280.196573647533","0","0","65.4724428625969","0"
6663,17,58,"GRC",3,221,"2030","250.155693636802","10.059703","0","2494.49402670634","2461.61613308063","112.105546123983","80.7087570871044","2358.89658273211","2695.1508807449","437.318059135072","0.17","0.397433574309219","1733.082","812.475","1893.326","0","66.5547170919783","0","0","0","0","0","0","3456.35878268642","1803.53772411605","3600.22771822352","302","820.013571830986","2703.05020314302","204.812","12890","0","0","0","2.28300592","0","1.9562088","0.32679712","1.75179720607992","1.18954642032089","1.31553477975741E-02","0.357825460094017","0.204425325665011","5.88028074","1.3632801","4.51700064","2.68177731590217","7.69764120611259E-02","2.09375840806262","0.588018907839542","4.43357452198208","0","0.117258033286752","-3.26346316493106","Null","-3.14620513164431","0","0","0","-2.78584113332666","-0.4776220316044","113.152396414276","53.0603271676912","116.410581786778","0","0","23.9091397734202","0"
