scenathon_id,pathway,country_id,country,tradeajustment,iteration,submission_id,year,gdp,population,kcal_hist,kcal_targ,kcal_feas,fat_feas,prot_feas,kcal_mder,lnppmatureforest,lnppmatureotherland,patarget,agroecosh,protectedareasforest,protectedareasothernat,protectedareasother,oecmareas,calcbioscore,histcropland,histharvarea,histpasture,histurban,histforest,histotherland,calccropland,calcpasture,calcforest,calcnewforest,calcotherland,newotherland,calcurban,totalland,forestchange,newforestchange,netforestchange,histcropallco2e,histcropco2,histcropn2o,histcropch4,calccropallco2e,calccropn2o,calccropch4_ch4,calccropch4,calccropco2,histliveallco2e,histliven2o,histlivech4,calcliveallco2e,calclivech4_ch4,calclivech4,calcliven2o,calcallagrico2e,calcdeforco2,calcotherlucco2,calcsequestco2,calcsequestco3,calcalllandco2e,ghgbiofuels,histwfblue,calcwfblue,calcsequestaband,calcsequestaffor,calcfarmlabourfte,calcn_org,calcn_synth,histn_org,histn_synth,totalp,histp,lnppnewforest,lnppnewotherland,kcal_pou,pathway_id
16,CurrentTrends,14,RUS,Yes,5,501,2010,1250.66,143.242599,3080.962685,3080.962685,3040.011208,95.61660949,95.22447142,1873.81387,915821.4,288249.272,,0.188067751,104416.898,38313.052,32449.072,0,88.18203807,123442,43958.758,92052,0,815135.6,607057.4,123442,91502.80463,809268.5,0,609756.0371,1377.021694,2787.636559,1638134,0,0,0,56.09846198,29.066101,22.0904229,4.94193808,44.85971344,17.15855413,5.75E-02,1.562894714,26.13826459,64.48983548,8.7617166,55.72811888,63.50272266,2.04823944,55.71211277,7.790609884,108.0539844,0,3.29046813,-2.412189934,,0.878278196,-0.308451672,9227.000587,9393.295685,-2.412189934,0,303.877843,1022.203884,934.4949099,1136.704436,1192.68,142.7894852,436.98,0,1101.617355,3146.114269,1
16,CurrentTrends,14,RUS,Yes,5,501,2015,1363.48,144.668389,3069.064739,3069.064739,3022.519811,90.80030483,96.06179457,1850.594754,913150.203,289598.129,,0.186496069,109606.96,39662.546,34249.295,0,88.18203807,123442,57309.5,92052,0,814930.46,607262.54,123442,91630.90652,809022.5876,0,609481.1459,1377.021694,3180.338311,1638134,-245.9124249,0,-245.9124249,56.62751192,27.8448871,24.5797461,4.20287872,44.65676952,20.34330547,5.68E-02,1.544434262,22.76902979,62.00080866,8.7265269,53.27428176,60.91280058,1.956737365,53.22325634,7.689544242,105.2611184,7.373950249,3.233191404,-2.412189934,,8.194951719,-0.308451672,9227.000587,8239.594541,-2.412189934,0,318.2002034,945.5917522,1190.238797,1156.390757,1263.42,184.0331939,467.89,0,1101.617355,3126.135917,1
16,CurrentTrends,14,RUS,Yes,5,501,2020,1422.62,145.617328,3032.43829,3032.43829,2988.658233,91.00282601,100.9754908,1844.882266,904364.309,295184.731,,0.185474122,110595.127,41957.856,35218.681,0,88.18203807,123442,62386.893,92052,0,815311.6,606881.4,123442,91552.08547,809022.5876,0,609097.4239,1391.542074,3628.361,1638134,1.16E-10,0,1.16E-10,64.9985335,28.4621075,30.9458604,5.5905656,49.31961687,24.82628667,5.61E-02,1.527004271,22.96632593,58.6804121,8.4101745,50.2702376,58.38403009,1.871978316,50.9178102,7.46621989,107.3951953,0,4.483650513,-2.350423572,,2.133226941,-0.308451672,9227.000587,6883.82546,-2.350423572,0,291.3569852,935.4417848,1776.738734,1159.290551,1916.418,259.7418037,686.451,0,1113.233659,3091.672356,1
16,CurrentTrends,14,RUS,Yes,5,501,2025,1548.771784,143.49421,0,3032.43829,2914.370728,89.31101483,98.33848849,1853.388137,904364.309,294511.8901,,0.185443428,108230.4725,37133.38117,35218.681,0,99.61174274,0,0,0,0,0,0,123442,89912.63667,809022.5876,0,609097.4239,3030.990867,3628.361,1638134,0,0,0,0,0,0,0,49.18102591,25.06183025,4.24E-02,1.152869728,22.96632593,0,0,0,57.39130679,1.839869224,50.04444289,7.346863905,106.263881,0,0,-5.044572992,,-5.044572992,-0.308451672,0,7044.477018,-5.044572992,0,289.1849589,968.7553049,1759.344986,0,0,254.0848536,0,0,2424.792694,3012.510802,1
16,CurrentTrends,14,RUS,Yes,5,501,2030,1624.02026,141.432741,0,3032.43829,2768.933632,86.10641648,93.20607847,1861.073628,904364.309,294511.8901,,0.234087466,105865.818,32308.90633,35218.681,0,100,0,0,0,0,0,0,123442,88482.65769,809022.5876,0,609097.4239,4460.969845,3628.361,1638134,0,0,0,26.16289328,0,23.9117424,2.25115088,49.60314251,25.70957211,3.41E-02,0.927244466,22.96632593,74.15249598,10.0713795,64.08111648,56.54157489,1.81246405,49.29902216,7.242552731,105.8362657,0,0,-7.549530547,,-7.549530547,-0.308451672,0,7170.08528,-7.549530547,0,283.7247839,1018.246709,1797.733982,0,0,255.9804739,0,0,3568.775876,2859.570787,1
16,CurrentTrends,14,RUS,Yes,5,501,2035,1680.366236,139.227987,0,3032.43829,2639.675902,83.38066986,88.667353,1862.622464,904364.309,294511.8901,,0.35,103501.1635,27484.4315,35218.681,0,100,0,0,0,0,0,0,123442,86967.75388,809022.5876,0,609097.4239,5975.873655,3628.361,1638134,1.16E-10,0,1.16E-10,0,0,0,0,49.96328585,26.22482067,2.84E-02,0.772139255,22.96632593,0,0,0,55.63733776,1.783311199,48.50606462,7.131273135,105.2921719,0,0,-10.20325469,,-10.20325469,-0.308451672,0,7235.020118,-10.20325469,0,279.1313466,1063.653907,1819.993357,0,0,256.9039403,0,0,4780.698924,2723.708917,1
16,CurrentTrends,14,RUS,Yes,5,501,2040,1739.295844,137.110991,0,3032.43829,2494.525069,80.42303951,83.59736096,1854.822852,904364.309,294511.8901,,0.466666667,101136.509,22659.95667,35218.681,0,100,0,0,0,0,0,0,123442,85512.40993,809022.5876,0,609097.4239,7431.21761,3628.361,1638134,0,0,0,0,0,0,0,50.37656399,26.75413791,2.41E-02,0.656100143,22.96632593,0,0,0,54.77054864,1.755359479,47.74577782,7.02477082,104.838661,0,0,-12.7526452,,-12.7526452,-0.308451672,0,7271.002664,-12.7526452,0,274.9543109,1112.578311,1842.369047,0,0,257.9134986,0,0,5944.974088,2571.61738,1
16,CurrentTrends,14,RUS,Yes,5,501,2045,1806.394464,135.171274,0,3032.43829,2341.647365,77.4160266,78.28444786,1844.692904,904364.309,294511.8901,,0.583333333,98771.8545,17835.48183,35218.681,0,100,0,0,0,0,0,0,123442,84172.08795,809022.5876,0,609097.4239,8771.539595,3628.361,1638134,1.16E-10,0,1.16E-10,0,0,0,0,50.79885943,27.26503832,2.09E-02,0.567495173,22.96632593,0,0,0,53.97655577,1.729742429,47.04899407,6.927561695,104.4669635,0,0,-15.10054663,,-15.10054663,-0.308451672,0,7294.193513,-15.10054663,0,271.3976064,1163.435878,1860.617279,0,0,258.7788165,0,0,7017.231676,2411.792022,1
16,CurrentTrends,14,RUS,Yes,5,501,2050,1879.958264,133.133035,0,3032.43829,2188.419684,74.58223562,73.03925468,1839.198232,904364.309,294511.8901,,0.7,96407.2,13011.007,35218.681,0,100,0,0,0,0,0,0,123442,82774.77073,809022.5876,0,609097.4239,10168.85681,3628.361,1638134,0,0,0,27.72480276,0,25.1573322,2.56747056,51.19307712,27.72894221,1.83E-02,0.497808974,22.96632593,75.00158542,10.2482835,64.75330192,53.14583876,1.702947913,46.32018324,6.82565552,104.0304642,0,0,-17.54828913,,-17.54828913,-0.308451672,0,7296.553204,-17.54828913,0,268.2752359,1214.348989,1871.689426,0,0,258.591332,0,0,8135.085449,2251.961286,1
16,CurrentTrends,15,RWA,Yes,5,502,2000,2.736766814,8.109989,1677.680767,1677.680767,1655.236861,16.1115261,39.36201569,1928.868246,193.721,116.088,0.17,0.205215054,125.932,73.546,35.021,0,50.59009194,1306,1554.737,520,0,287,354,1322.09207,528.4314811,287,0,313.3843789,0,0,2450.90793,0,0,0,0.12812018,0.0314566,0.0884247,0.00823888,0.134664945,9.46E-02,3.03E-04,8.24E-03,3.18E-02,1.31025492,0.4383834,0.87187152,1.230765341,3.04E-02,0.825781574,0.404983767,1.365430286,0,0,0,,0,0,0,48.93346938,0,0,618.2747563,4.150245765,0.991493692,4.294500094,0.1,9.03E-02,0.1,0,39.39250267,1752.016399,1
16,CurrentTrends,15,RWA,Yes,5,502,2005,4.036540588,9.026299,1854.04057,1854.04057,1822.881304,20.02307569,44.66176444,1936.364628,193.721,116.088,0.17,0.206710378,125.932,73.546,35.021,0,50.59009194,1431,1650.454,450,0,276,310,1449.697885,452.0150694,275.7706882,0,235.2160811,38.20820586,0,2450.90793,-11.22931176,0,-11.22931176,0.19140422,0.0315215,0.133224,0.02665872,0.234345583,0.175751503,9.80E-04,2.67E-02,3.19E-02,1.98608104,0.683046,1.30303504,1.793096687,4.37E-02,1.189225304,0.603871383,2.02744227,0.668945438,1.584805595,-0.119795527,,2.133955507,0,0,99.88088372,-0.119795527,0,645.4743851,7.878868495,7.390821407,8.141160951,1.214,0.871867119,1.087,0,39.39250267,1926.437024,1
16,CurrentTrends,15,RWA,Yes,5,502,2010,6.015911096,10.309031,1903.506262,1903.506262,1869.409867,25.73281367,54.39350794,1942.720363,193.721,116.088,0.17,0.207534706,125.932,73.546,35.021,0,50.59009194,1492,1636.089,430,0,265,280,1492,429.9502244,268.1424381,0,211.5746392,49.24062833,0,2450.90793,-7.628250161,0,-7.628250161,0.22779116,0.0258413,0.1769313,0.02501856,0.257317216,0.207495306,9.19E-04,2.50E-02,2.48E-02,2.79992326,0.9805887,1.81933456,2.485293968,5.98E-02,1.627866626,0.857427342,2.742611184,0.45442528,0.474390228,-0.154385867,,0.774429641,0,25.8,105.3126354,-0.154385867,0,623.7270957,12.41716452,6.509973238,13.32019746,0.094,2.984453973,4.20052,0,39.39250267,1962.254702,1
16,CurrentTrends,15,RWA,Yes,5,502,2015,8.53942491,11.642959,1940.894642,1940.894642,1918.843036,22.63326948,54.28794254,1959.496693,192.496,115.518,0.17,0.21247251,127.851,73.117,36.689,0,50.59009194,1597,2148.823,410,0,270,190,1597,409.1260812,268.1424381,0,116.9867108,59.65269994,0,2450.90793,-5.68E-14,0,-5.68E-14,0.40524716,0.0511117,0.2961777,0.05795776,0.493060911,0.386296246,2.13E-03,5.79E-02,0.048826967,2.96583298,1.0884237,1.87740928,2.638194284,6.18E-02,1.679937802,0.958256482,3.131255195,0,1.580760229,-0.1870312,,1.393729029,0,25.8,181.5201438,-0.1870312,0,860.4613985,22.37273159,24.90613159,24.88844076,9.36583,7.312302889,7.31404,0,47.72215995,2011.723975,1
16,CurrentTrends,15,RWA,Yes,5,502,2020,10.80727994,13.146362,1978.712961,1978.712961,1941.953868,20.92057997,50.28821626,1976.026587,203.71,114.03,0.17,0.218201503,128.98,72.448,36.223,0,50.59009194,1560.6,2092.073,398,0,276,232.4,1560.6,402.8031272,268.1424381,0,116.9867108,102.3756539,0,2450.90793,0,0,0,0.49781384,0.128349,0.3123666,0.05709824,0.636398388,0.459285038,2.10E-03,5.70E-02,0.120064793,2.99889714,1.0646181,1.93427904,2.830342843,6.78E-02,1.844634619,0.985708224,3.46674123,0,0,-0.206855779,,-0.206855779,0,25.8,183.5222263,-0.206855779,0,738.6484864,18.65373992,36.80920616,21.52017436,10.62885,13.64906207,15.16473,0,81.90052315,2040.006502,1
16,CurrentTrends,15,RWA,Yes,5,502,2025,12.51161797,14.737248,0,2445.859536,2394.51311,63.08005388,68.352927,1992.136273,203.71,39.28323385,0.17,0.218618498,133.9054665,75.57014005,36.223,0,51.18566314,0,0,0,0,0,0,1589.155476,440.3732094,268.1424381,77.66666667,75.57014005,0,0,2450.90793,0,77.66666667,77.66666667,0,0,0,0,0.908127176,0.731092575,2.01E-03,5.46E-02,0.122413292,0,0,0,4.942887077,0.110140443,2.995820039,1.947067039,5.851014253,0,1.528830946,-0.517997829,,1.010833116,0,0,182.5848545,-3.10E-02,-0.487022043,724.5814738,24.45540868,63.88543496,0,0,14.77456008,0,62.13333333,0,2496.920037,1
16,CurrentTrends,15,RWA,Yes,5,502,2030,14.60706927,16.375704,0,2568.036333,2535.243033,75.41671513,74.41122402,2005.507566,203.71,39.28323385,0.17,0.218579804,138.8309331,75.57014005,36.223,0,51.77230772,0,0,0,0,0,0,1477.505513,454.407824,268.1424381,142.7214067,75.57014005,32.56060849,0,2450.90793,0,65.05474006,65.05474006,0.36954692,0,0.3021018,0.06744512,0.919848467,0.761357297,1.66E-03,4.53E-02,0.113230823,3.09095492,1.1208834,1.97007152,6.529272886,0.147204674,4.003967134,2.525305752,7.449121352,0,-0.30626525,-0.925934641,,-1.232199891,0,0,171.6911529,-3.10E-02,-0.894958854,702.4149728,26.66881413,63.43877063,0,0,16.09545603,0,114.1771254,26.04848679,2637.148632,1
16,CurrentTrends,15,RWA,Yes,5,502,2035,17.15084049,18.04022,0,2596.783814,2568.451922,78.32406871,75.8426259,2017.47964,203.71,42.52916558,0.17,0.218705963,143.7563996,81.81442016,36.223,0,52.34627116,0,0,0,0,0,0,1412.701829,373.1978217,268.1424381,220.3880734,81.81442016,94.66334786,0,2450.90793,0,77.66666667,77.66666667,0,0,0,0,0.925680018,0.786292666,1.16E-03,3.15E-02,0.107901149,0,0,0,6.882264987,0.155837514,4.238780376,2.643484611,7.807945004,0,0,-1.609492052,,-1.609492052,0,0,151.5166017,-0.227511155,-1.381980897,700.9987525,27.64103409,64.18976825,0,0,16.10446426,0,176.3104587,75.73067829,2739.397743,1
16,CurrentTrends,15,RWA,Yes,5,502,2040,20.31913346,19.724007,0,2625.531296,2597.725655,81.0029193,77.0413502,2028.278373,203.71,44.15213145,0.17,0.218793858,148.6818661,84.93656022,36.223,0,52.91224376,0,0,0,0,0,0,1380.801529,290.4394126,268.1424381,298.0547401,84.93656022,128.5332505,0,2450.90793,0,77.66666667,77.66666667,0,0,0,0,0.946536805,0.825181945,5.91E-04,1.61E-02,0.105277561,0,0,0,6.914247325,0.156638892,4.26057785,2.653669475,7.86078413,0,0.137595237,-2.252039157,,-2.11444392,0,0,125.8193916,-0.383036217,-1.86900294,710.2692047,30.08406971,65.75894245,0,0,17.33188603,0,238.443792,102.8266004,2805.609901,1
16,CurrentTrends,15,RWA,Yes,5,502,2045,24.31782286,21.391576,0,2654.278778,2581.661044,82.46573124,76.88413198,2038.189886,203.71,45.77509731,0.17,0.222720554,153.6073327,88.05870027,36.223,0,53.49631313,0,0,0,0,0,0,1462.15514,241.7470721,268.1424381,375.7214067,88.05870027,15.0831733,0,2450.90793,0,77.66666667,77.66666667,0,0,0,0,1.010407416,0.881239567,6.32E-04,0.017199493,0.111968356,0,0,0,7.382948759,0.168685708,4.58825127,2.794697489,8.393356175,0,1.910188571,-2.786352001,,-0.87616343,0,0,140.7477982,-0.430327019,-2.356024982,755.3610431,32.83654276,69.62428933,0,0,18.35903074,0,300.5771254,12.06653864,2788.604151,1
16,CurrentTrends,15,RWA,Yes,5,502,2050,29.4457243,23.030046,0,2654.278778,2428.603068,78.36358956,72.31050873,2045.80193,203.71,47.39806318,0.17,0.227189997,158.5327992,91.18084032,36.223,0,54.07716708,0,0,0,0,0,0,1441.328251,195.73943,268.1424381,440.7761468,91.18084032,13.74082412,0,2450.90793,0,65.05474006,65.05474006,0.57700352,0,0.4734912,0.10351232,1.022793128,0.895728943,6.18E-04,1.68E-02,0.110255483,3.82767106,1.4249781,2.40269296,7.653170515,0.17637664,4.797444604,2.85572591,8.675963643,0,0.316755495,-3.237370901,,-2.920615405,0,0,156.7228909,-0.473409107,-2.763961794,755.3057262,33.91932479,71.50602383,0,0,18.09520644,0,352.6209174,10.9926593,2624.334328,1
16,CurrentTrends,28,SWE,Yes,5,515,2000,364.796,8.882792,2656.557684,2656.557684,2666.610454,94.60436368,86.97644142,2086.282322,19641.412,4078.228,0.17,0.372959947,3094.101,1557.782,1863.971,0,94.92863417,2602.2,1333.402,371.9,0,28163,9596.87,2602.2,406.9221113,28163,0,9405.138572,0,119.4710271,40696.73171,0,0,0,3.15165926,1.1259816,2.0208279,0.00484976,2.143809671,1.177250645,1.52E-04,4.13E-03,0.962424868,5.01419424,0.67704,4.33715424,4.933408406,0.157041455,4.271527564,0.661880842,7.059526217,0,0,0,,0,-1.77E-02,0,24.99160284,0,0,14.11853559,65.37026815,72.01642642,76.68552666,196.716,35.94105994,39.042,547.2,89.34610421,2953.379312,1
16,CurrentTrends,28,SWE,Yes,5,515,2005,415.273,9.047752,2652.57697,2652.57697,2661.800805,95.52932008,92.21556424,2093.162045,19641.412,4078.228,0.17,0.373789276,3094.101,1557.782,1863.971,0,94.92863417,2690,1172.979,511,0,28118,9414.77,2690,546.6532886,28082.40726,684,8559.12679,0,134.5443673,40696.73171,-80.59273509,684,603.4072649,3.70008012,1.8661976,1.8270798,0.00680272,3.012510597,1.234983455,2.37E-04,6.44E-03,1.771092005,4.7677076,0.6487572,4.1189504,4.739429233,0.150386115,4.09050233,0.648926903,7.618039823,2.408167772,2.107818093,-1.77103707,,2.744948796,-0.133900006,0,26.01549556,0,-1.77103707,13.99303165,68.56662338,67.91936095,72.48322644,161.5,29.46658208,35.3,547.2,89.34610421,2958.699782,1
16,CurrentTrends,28,SWE,Yes,5,515,2010,453.619,9.41557,2693.562482,2693.562482,2699.469509,100.2843171,96.15158844,2089.811611,19641.412,4078.228,0.17,0.37770523,3094.101,1557.782,1863.971,0,94.92863417,2621.5,1132.35,451.9,0,28073,9587.27,2621.5,488.1930654,28081.55851,684,8558.278035,111.6826303,151.5194705,40696.73171,-0.848755159,0,-0.848755159,3.4686432,1.6855532,1.7767932,0.0062968,3.132117292,1.295062828,2.51E-04,6.82E-03,1.830232821,4.4959904,0.6220032,3.8739872,4.536018984,0.143544105,3.904399665,0.631619319,7.157385817,0,6.05E-02,-1.77103707,,-1.710584823,-0.510750458,41.322622,27.14723456,0,-1.77103707,14.4294772,73.52183686,75.08154366,67.86522263,167.194,24.04202449,22.387,547.2,89.34610421,3006.854252,1
16,CurrentTrends,28,SWE,Yes,5,515,2015,505.104,9.851017,2724.817985,2724.817985,2720.407237,98.64293775,93.92460929,2083.678094,19590.81,4078.83,0.17,0.377006227,3204.903,1564.248,1882.726,0,94.92863417,2578.52,1169.433,449.84,0,27980,9722.714,2578.52,483.4580448,28080.60267,684,8557.322195,142.192525,170.636277,40696.73171,-0.955840329,0,-0.955840329,3.46154722,1.4732377,1.9827444,0.00556512,2.591568561,1.206097366,1.91E-04,5.20E-03,1.380270643,4.25519786,0.5925465,3.66265136,4.277479048,0.134960404,3.670922992,0.606556057,6.174158895,0,0.068079346,-1.77103707,,-1.702957724,-0.694888714,41.322622,23.47832264,0,-1.77103707,13.3112417,60.77165533,67.41726811,65.0318612,190.228,23.19077657,28.602,547.2,113.75402,3020.43491,1
16,CurrentTrends,28,SWE,Yes,5,515,2020,537.889,10.379295,2777.235217,2777.235217,2796.749778,108.7010994,95.46082337,2082.143322,19075.333,4425.842,0.17,0.375805187,3350.355,1650.367,1931.876,0,94.92863417,2542.03,1158.83,463.52,0,27980,9614.8132,2542.03,505.8458376,28080.60267,684,8557.322195,134.7660092,192.165,40696.73171,0,0,0,3.29228728,1.2075407,2.0806149,0.00413168,2.567165231,1.274617789,1.53E-04,4.16E-03,1.288384248,4.03503636,0.5578482,3.47718816,4.03438167,0.127700736,3.473460008,0.560921662,5.893904508,0,3.07E-02,-1.77103707,,-1.740292715,-0.707642393,41.322622,21.9100337,0,-1.77103707,13.84853474,63.30942457,75.12793759,62.83019541,215.171,29.68561401,38.11,547.2,107.8128074,3120.371075,1
16,CurrentTrends,28,SWE,Yes,5,515,2025,654.2782746,10.74455535,0,2772.912609,2780.620081,93.96443793,100.0590795,2088.473269,19075.333,4357.221773,0.17,0.376894411,3506.690668,1582.18478,1931.876,0,94.95889026,0,0,0,0,0,0,2709.516253,723.9529495,28080.60267,684,8557.322195,-273.6604247,214.9980687,40696.73171,0,0,0,0,0,0,0,2.911980011,1.446508534,1.75E-04,4.75E-03,1.46071946,0,0,0,6.112481332,0.19438475,5.287265201,0.825216131,8.404837539,0,3.26E-02,-1.77103707,,-1.738430028,-0.619623805,0,33.10472218,0,-1.77103707,19.67212386,72.26362199,87.34617429,0,0,34.39875953,0,547.2,-218.9283397,3091.329833,1
16,CurrentTrends,28,SWE,Yes,5,515,2030,773.8552008,11.01818855,0,2768.59,2787.024476,80.4011011,106.2441878,2093.827525,19075.333,4357.221773,0.17,0.376105411,3663.026336,1514.00256,1931.876,0,94.98601911,0,0,0,0,0,0,3030.827873,840.8586818,28080.60267,684,8557.322195,-734.7108455,237.8311374,40696.73171,0,0,0,1.6373175,0,1.6373175,0,3.533564601,1.729978405,2.09E-04,5.67E-03,1.797914678,4.51126652,0.6147414,3.89652512,6.807238385,0.216115724,5.878347695,0.92889069,9.721179182,0,3.26E-02,-1.77103707,,-1.738430028,-0.619623805,0,39.00388812,0,-1.77103707,24.63825526,86.24641781,104.7600222,0,0,40.14702819,0,547.2,-587.7686764,3085.001428,1
16,CurrentTrends,28,SWE,Yes,5,515,2035,886.8270068,11.24994309,0,2768.59,2779.599148,80.21859694,106.0454561,2094.94642,19075.333,4357.221773,0.17,0.377181864,3819.362005,1445.82034,1931.876,0,95.01935752,0,0,0,0,0,0,3207.741573,898.6864619,28080.60267,684,8557.322195,-992.2853943,260.664206,40696.73171,0,0,0,0,0,0,0,3.903858428,1.915291308,2.32E-04,6.30E-03,1.982264836,0,0,0,7.222425022,0.22912667,6.232245426,0.990179597,10.50665965,0,3.26E-02,-1.77103707,,-1.738430028,-0.619623805,0,42.21094094,0,-1.77103707,26.82681108,95.83843937,117.2939417,0,0,43.59763791,0,547.2,-793.8283155,3067.512338,1
16,CurrentTrends,28,SWE,Yes,5,515,2040,992.7082052,11.46953153,0,2768.59,2773.65304,80.12291685,105.9759049,2090.967851,19075.333,4357.221773,0.17,0.377496982,3975.697673,1377.63812,1931.876,0,95.02608007,0,0,0,0,0,0,3367.625038,950.0760808,28080.60267,684,8557.322195,-1226.391546,283.4972747,40696.73171,0,0,0,0,0,0,0,4.241413755,2.085672522,2.53E-04,6.87E-03,2.148868903,0,0,0,7.595287773,0.240812232,6.550092711,1.045195062,11.21707772,0,3.26E-02,-1.77103707,,-1.738430028,-0.619623805,0,45.41934108,0,-1.77103707,28.95667098,104.5071046,128.3003894,0,0,46.79554586,0,547.2,-981.1132369,3051.765684,1
16,CurrentTrends,28,SWE,Yes,5,515,2045,1093.87714,11.69512294,0,2768.59,2766.468376,79.93711373,105.7770337,2086.317112,19075.333,4357.221773,0.17,0.378321623,4132.033341,1309.4559,1931.876,0,95.03088958,0,0,0,0,0,0,3505.628211,990.2441451,28080.60267,684,8557.322195,-1427.395852,306.3303434,40696.73171,3.64E-12,0,3.64E-12,0,0,0,0,4.532531885,2.232494565,2.71E-04,7.36E-03,2.292672954,0,0,0,7.876017668,0.249592443,6.788914456,1.087103212,11.78892575,0,3.26E-02,-1.77103707,,-1.738430028,-0.619623805,0,48.55405116,0,-1.77103707,30.87141354,111.98945,137.8429638,0,0,49.58349017,0,547.2,-1141.916682,3034.904556,1
16,CurrentTrends,28,SWE,Yes,5,515,2050,1193.626293,11.91388456,0,2768.59,2764.208637,79.87093093,105.6851211,2084.393066,19075.333,4357.221773,0.17,0.38057708,4288.369009,1241.27368,1931.876,0,95.0349059,0,0,0,0,0,0,3626.998951,988.8073621,28080.60267,684,8557.322195,-1570.162878,329.1634121,40696.73171,0,0,0,1.6144674,0,1.6144674,0,4.787135284,2.360192747,2.87E-04,7.80E-03,2.419145437,4.21424158,0.5751291,3.63911248,7.888119108,0.249869065,6.796438578,1.09168053,12.05563059,0,3.26E-02,-1.77103707,,-1.738430028,-0.619623805,0,50.73481272,0,-1.77103707,32.32384061,118.5700074,146.2764491,0,0,52.09389637,0,547.2,-1256.130302,3024.084556,1
16,CurrentTrends,57,TUR,Yes,5,419,2000,413.827,64.113547,3278.088981,3278.088981,3271.178102,92.81965531,95.05437948,2044.49663,8812.44,1863.492,0.3,0.291394843,11.697,23.955,130.343,0,71.8634665,26379,19725.032,14100,0,20148.35,16335.65,26379,14006.68318,20148.35,0,16005.79328,0,423.1735375,76963,0,0,0,24.33621302,12.519501,11.3525685,0.46414352,23.80346229,11.13145005,1.70E-02,0.46355991,12.20845233,28.03781996,10.1463726,17.89144736,23.70643523,0.540911753,14.71279967,8.993635561,47.50989752,0,0,0,,0,0,0,19083.17338,0,0,2252.938525,60.35015154,1346.046308,61.88776121,1378.191,224.4449834,628.639,0,1672.214231,3480.425503,1
16,CurrentTrends,57,TUR,Yes,5,419,2005,525.476,68.704714,3239.426177,3239.426177,3231.38671,97.74943877,93.66497829,2062.551736,8812.44,1863.492,0.3,0.29010673,11.697,23.955,130.343,0,71.8634665,26606,19660.709,14617,0,20615.715,15124.285,26606,14544.06676,20148.35,0,15153.86146,0,510.7217828,76963,0,0,0,25.52211276,13.2327427,11.6193987,0.66997136,26.04966052,12.18027235,2.46E-02,0.669912771,13.19947539,24.47883602,9.0637365,15.41509952,21.7983684,0.48774502,13.26666456,8.531703841,47.84802891,0,2.828371997,0,,2.828371997,0,25140.01908,19516.79254,0,0,2184.530833,64.07632393,1460.083829,64.23781875,1372.053,221.9060354,601.606,0,1672.214231,3431.808297,1
16,CurrentTrends,57,TUR,Yes,5,419,2010,614.171,73.195345,3364.873004,3364.873004,3357.388531,111.2915199,94.82173645,2073.786295,8812.44,1863.492,0.3,0.294702517,11.697,23.955,130.343,0,71.8634665,24395,17514.54,14617,0,21083.08,16867.92,24395,14564.6994,20148.35,0,15148.30037,2090.267788,616.3824444,76963,0,0,0,29.69814632,16.7962103,12.1243941,0.77754192,30.08815577,11.74253301,2.86E-02,0.77863485,17.56698791,24.1212747,8.7775779,15.3436968,21.86051141,0.500057821,13.60157273,8.258938688,51.94866718,0,0.074009968,-1.907779195,,-1.833769227,0,25140.01908,17813.30197,-1.907779195,0,1911.243123,59.54364315,1305.614934,56.93107764,1427.716,200.4527496,605.668,0,1672.214231,3545.771346,1
16,CurrentTrends,57,TUR,Yes,5,419,2015,864.317,79.646178,3452.957153,3452.957153,3446.331094,122.2894774,100.8301494,2079.945011,8833.44,1854.135,0.3,0.297686515,13.037,23.637,134.097,0,71.8634665,23934,17165.024,14617,0,21630.3,16781.7,23934,14552.15144,20148.35,0,15141.58878,2443.007076,743.902709,76963,0,0,0,24.5247989,11.3178774,12.3085599,0.8983616,24.54223649,12.41682221,3.30E-02,0.898233369,11.22718091,32.98976306,12.0304821,20.95928096,29.62106166,0.677691425,18.43320677,11.18785489,54.16329815,0,0.205502161,-2.272553334,,-2.067051173,0,25140.01908,16466.55154,-2.272553334,0,2038.983043,74.66029679,1505.185153,75.26342476,1486.568,215.2177675,584.569,0,1954.405661,3628.607829,1
16,CurrentTrends,57,TUR,Yes,5,419,2020,1015.72,84.135428,3586.631917,3586.631917,3590.233824,136.6066055,109.0177701,2078.683018,8981.585,1831.988,0.3,0.291675572,13.279,23.554,133.601,0,71.8634665,23145,17085.54,14617,0,22220.36,16980.64,23145,14550.01132,20148.35,0,15133.48866,3088.345025,897.805,76963,0,0,0,32.16449324,15.4876577,15.7033149,0.97352064,31.1740439,13.90686769,3.58E-02,0.974481765,16.29269445,41.5031704,15.110004,26.3931664,37.51162033,0.860163978,23.39646019,14.11516014,68.68566424,0,0.207674991,-2.939909091,,-2.732234101,0,25140.01908,16837.5024,-2.939909091,0,2012.055245,99.37674759,1686.917606,94.46645272,2052.685,261.6886101,763.639,0,2470.67602,3764.298439,1
